"source_type","article_id","year","location","author_individual","name","title","abstract","doi","url","author_year_ID","authors_full"
"JOUR",90074897,"2020"," Europe"," Carrasco-Barea, Lorena","author_03","The role of soil as a carbon sink in coastal salt-marsh and agropastoral systems at La Pletera, NE Spain","To evaluate the potential of natural and modified salt-marsh soils to store organic carbon and their soil properties, we investigated six soil environments located at La Pletera salt-marsh area, NE Spain. Namely, Ruderal (RU), rubbles over marsh for construction purpose, ELY covered by Elymus elymoides (Raf.) meadows, ART under Arthrocnemurn fruticosum L., SAL under Salicornia patula Duval Jouve, AGR under Zea mays L., and AME under Medicago saliva L. as artificial meadow. Soils were sampled at three depths (0-5, 5-20 and 20-40 cm). At 0-5 cm depth, soil organic carbon (SOC) was higher in ART soil (40.08 g kg(-1)) with respect to ELY, AME, AGR, SAL and RU (23.63, 11.45, 5.77, 4.40 and 3.18 g kg(-1) respectively). Glomalin (TGRSP) in ART had the same trend, with 8.88 g kg(-1) decreased by 51%, 77%, 89%, 92% and 94% in ELY, AME, AGR, SAL and RU soil respectively, indicating that in ART recalcitrant organic carbon may prevail. ART and ELY soils had higher SOC and GRSP than AGR and AME soils at 0-5 and 5-20 cm (on average + 70% and 57%) but SOC values were similar at 20-40 cm depth and glomalin was even higher in AGR and AME soils at this depth suggesting migration of stable organic compounds in cultivated soils. The water stable aggregates (WSA) analysed in the 0.25-2 mm and 2-5.6 mm fractions was also higher in ART and ELY soils (approximate to 90%) at 0-5 and 5-20 cm with respect to the other investigated soils. Higher WSA (fraction 0.25-5 mm) was found in AGR and AME soils at 20-40 cm corroborating that at higher GRSP corresponds higher aggregation. Potential carbon loss as C-CO2 (Mg ha(-1)) was evaluated at 0-5 cm depth and was much lower in ART soil. Accordingly, C-CO2/SOC ratio assigned to ART soil 1.85% of SOC loss against 8.26%, 11.64%, 18.90%, 20.37% and 22.72% of ELY, AME, RU, SAL and AGR soils respectively, indicating that only ART and ELY soils may exert clear carbon sequestration ability. The soil under annual Salicornia patula Duval Jouve (SAL) showed very low SOC (4.40 g kg(-1)) and the highest carbon loss potential (22.72%) due to shortage of organic decaying debris at surface. Also, C-TGRSP resulted higher in ELY and ART soils (2.51 and 1.31 Mg ha(-1)respectively) and C-TGRSP/SOC ratio demonstrated glomalin carbon enrichment in this order: ART > AME > ELY > AGR > SAL > RU, suggesting that carbon sequestration capacity may be assigned to ART and ELY soils, major carbon sinks in the Pletera salt-marsh area. Conversely, RU, AGR and AME soils, identified as ancient salt-marsh converted into agropastoral systems or altered for tourism purposes showed worse soil properties and higher sensitivity to carbon destabilization. Statistical treatment of data by factor analysis corroborated the obtained results outlining the importance of ART and ELY soils in maintaining best soil properties and the highest carbon storage capacity.","10.1016/j.catena.2019.104331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075738729&doi=10.1016%2fj.catena.2019.104331&partnerID=40&md5=c3a335e0547ccf13f141aefab6260433","Gispert_2020_90074897","Gispert, Maria; Phang, Chantha; Carrasco-Barea, Lorena"
"JOUR",90075190,"2021"," Europe"," Carrasco-Barea, Lorena","author_08","Appraising soil carbon storage potential under perennial and annual Chenopodiaceae in salt marsh of NE Spain","The work was conducted at La Pletera salt marsh (NE Spain) to investigate the potential for atmospheric carbon capture of perennial Sarcocornia fruticosa (L.) Scott and annual Salicornia patula Duval Jouve and subsequent carbon integration and storage into S. fruticosa and S. patula soils respectively, at 0-5 and 5-20 cm depth. S. fruticosa amounts of aboveground (aC), belowground (bC) and litter (lC) carbon were 2300%, 350% and 3000% higher than S. patula according to the respective plant, root and litter biomass. This dramatic difference was reflected in soil organic carbon (SOC) values, much higher in S. fruticosa soil at 0-5 cm depth with 17.07 +/- 5.83 g kg(-1) than S. patula soil with 5.89 +/- 1.68 g kg(-1), namely 189% increase. Similarly, SOC increased by 109% in S. fruticosa soil at 5-20 cm depth. This perennial species can accumulate great amount of decaying debris at surface, which would gradually decompose by microbial activity to increase the soil organic carbon stock. Furthermore, the organic carbon incorporated is of better quality because contains higher fractions of glomalin, a stable organic compound known for its important role in soil aggregate stability. In fact, glomalin related soil protein (GRSP) was 292% and 182% higher in S. fruticosa than S. patula at the two depths respectively. By contrast, the low amount and nature of decaying debris produced in S. patula are easily mineralized and lesser organic carbon is consequently incorporated into soil. Lower SOC and GRSP affected the soil aggregate stability (WSA) in the 0.25-2 mm and 2-5.6 mm aggregate fractions, considerably more detachable in S. patula soil. Moreover, this soil exhibited the highest mineralization coefficient (Qm) at both depths, 125% and 175% higher than S. fruticosa soil respectively, and a major sensitivity to carbon loss. The PCA further highlighted the ability of S. fruticosa habitat to act as a carbon sink. Results may be valuable for salt marsh vegetation management addressed to mitigate climate change and increase ecosystem services.","10.1016/j.ecss.2021.107240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101168187&doi=10.1016%2fj.ecss.2021.107240&partnerID=40&md5=9fca23eaef2474ce3ac52c3d7c137c6d","Gispert_2021_90075190","Gispert, Maria; Kuliush, Tetiana; Dyachenko, Lina; Kharytonov, Mykola; Emran, Mohamed; Verdaguer, Dolors; Llorens, Laura; Carrasco-Barea, Lorena"
"JOUR",90074438,"2021"," Europe"," Carrasco, A. Rita","author_04","Carbon and Nitrogen Stocks and Burial Rates in Intertidal Vegetated Habitats of a Mesotidal Coastal Lagoon","Coastal vegetated ecosystems such as saltmarshes and seagrasses are important sinks of organic carbon (OC) and total nitrogen (TN), with large global and local variability, driven by the confluence of many physical and ecological factors. Here we show that sedimentary OC and TN stocks of intertidal saltmarsh (Sporobolus maritimus) and seagrass (Zostera noltei) habitats increased between two- and fourfold along a decreasing flow velocity gradient in Ria Formosa lagoon (south Portugal). A similar twofold increase was also observed for OC and TN burial rates of S. maritimus and of almost one order of magnitude for Z. noltei. Stable isotope mixing models identify allochthonous particulate organic matter as the main source to the sedimentary pools in both habitats (39-68%). This is the second estimate of OC stocks and the first of OC burial rates in Z. noltei, a small, fast-growing species that is widely distributed in Europe (41,000 ha) and which area is presently expanding (8600 ha in 2000s). Its wide range of OC stocks (29-99 Mg ha(-1)) and burial rates (15-122 g m(2) y(-1)) observed in Ria Formosa highlight the importance of investigating the drivers of such variability to develop global blue carbon models. The TN stocks (7-11 Mg ha(-1)) and burial rates (2-4 g m(-2) y(-1)) of Z. noltei were generally higher than seagrasses elsewhere. The OC and TN stocks (29-101 and 3-11 Mg ha(-1), respectively) and burial rates (19-39 and 3-5 g m(-2) y(-1)) in S. maritimus saltmarshes are generally lower than those located in estuaries subjected to larger accumulation of terrestrial organic matter.","10.1007/s10021-021-00660-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108615887&doi=10.1007%2fs10021-021-00660-6&partnerID=40&md5=3c98333d69e7f9089f95a1f2e2d667bb","Martins_2021_90074438","Martins, Marcio; de los Santos, Carmen B.; Masque, Pere; Carrasco, A. Rita; Veiga-Pires, Cristina; Santos, Rui"
"JOUR",90074914,"2020"," Europe (rare)"," Casolo, Valentino","author_03","Contrasting responses of native and alien plant species to soil properties shed new light on the invasion of dune systems","Aims Among terrestrial ecosystems, coastal sandy dunes are particularly prone to alien plant invasion. Many studies related the invasion of dune habitats to anthropic causes, but less is known about the role of soil properties and plant traits in plant invasion. In this study, we tested the relationships between soil features and alien plant invasion in dune systems, focusing on the interplay between soil nutrients, soil salinity and plant functional traits.Methods Study sites were sandy barrier islands of the Marano and Grado lagoon (northern Adriatic Sea). One hundred plots (4 m x 4 m) were selected within 10 areas according to the main habitats occurring along the ecological gradient of dune system (foredune, backdune and saltmarsh). In each plot, we recorded all plant species occurrence and abundance and we collected a soil core. For each soil sample, soil texture, conductivity (as proxy of soil salinity), organic carbon and nitrogen content were analyzed and related to the species number and cover of native and alien plants. Variation of main reproductive and vegetative functional traits among habitats was also analyzed for both alien and native species.Important Findings Soil properties were strongly related to overall plant diversity, by differently affecting alien and native species pools. In backdune, the most invaded habitat, a high soil conductivity limited the number of alien species, whereas the content of soil organic carbon increased along with alien plant abundance, suggesting also the occurrence of potential feedback processes between plant invasion and soil. We found a significant convergence between native and alien plant functional trait spectra only in backdune habitat, where environmental conditions ameliorate and plant competition increases. Our findings suggest that in harsh conditions only native specialized plants can thrive while at intermediate conditions, soil properties gradient acts in synergy with plant traits to curb/facilitate alien plant richness.","10.1093/jpe/rtaa052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097187950&doi=10.1093%2fjpe%2frtaa052&partnerID=40&md5=46d0c511a7b57c105c5a84b9696412f6","Vitti_2020_90074914","Vitti, Stefano; Pellegrini, Elisa; Casolo, Valentino; Trotta, Giacomo; Boscutti, Francesco"
"CONF",90074263,"1999"," Europe"," Catarino, F","author_03","Relationships between metal concentrations and organic matter content in the Tagus estuary salt marsh sediments","Sediments have been sampled in seven Tagus estuary salt marshes at three depths: 0-5 cm, 15-25 cm (zone of higher root density), and 45-55 cm (below the roots). Collection was done in areas colonised by Spartina maritima, Halimione portulacoides and Arthrocnenum fruticosum. Concentrations of zinc, lead, copper, cadmium and loss on ignition were determined, as well as the fraction of metals extracted by DTPA. Metal concentrations were not correlated to LOI, and enrichment factors (defined as the ratio of metal concentration in the 0-5 cm and 45-55 cm layers) were higher in salt marshes closer to the anthropogenic sources. However, the fraction of metals extracted by DTPA in sediment between roots was inversely correlated to LOI. This suggests that metals are more easily uptaken by the plants as organic matter in the sediments degrades.",NA,NA,"Cacador_1999_90074263","Cacador, I; Vale, C; Catarino, F"
"JOUR",90074420,"1997"," Europe"," Catarino, F.","author_02","Allocation of nitrogen and carbon in an estuarine salt marsh in Portugal",NA,"10.1007/BF02908176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8744232100&doi=10.1007%2fBF02908176&partnerID=40&md5=c84edfefcb934a7d90398a588d7bcff3","Cartaxana_1997_90074420","Cartaxana, P.; Catarino, F."
"JOUR",90074578,"2011"," Central/South America"," Cejudo Espinosa, Eduardo","author_04","Soil water retention and carbon pools in tropical forested wetlands and marshes of the Gulf of Mexico","The ability of marshes and forested wetlands to provide environmental services (water retention in soil and carbon storage) was evaluated at three locations along the coast of Veracruz, Mexico. Hydro-periods were obtained for the different vegetation communities of marshes and forested wetlands. Total organic carbon contents were 26.2% in Pachira swamp, 23.1% in Ficus swamp and 11.2% in marsh soils. The largest values of hydraulically active pore space were observed for marshes (0.79 cm(3) cm(-3)), and the lowest in forested wetlands (0.57 cm(3) cm(-3)). Soil water holding capacity ranged from 556 to 834 L m(-2) for swamp areas and from 687 to 880 L m(-2) for marshes. The thickness of soil organic layers in the wetland studied had a major control on soil water storage. This suggests that a vast amount of rain water could be retained in the soil. The results indicate that both swamps and marshes play important roles in their capacities to retain water and sequester carbon, although there were no significant differences among them.","10.1080/02626667.2011.629786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858199415&doi=10.1080%2f02626667.2011.629786&partnerID=40&md5=44dbd74499f40194d92c43495f8462f2","Campos C_2011_90074578","Campos C, Adolfo; Hernandez, Maria E.; Moreno-Casasola, Patricia; Cejudo Espinosa, Eduardo; Robledo R, Alezandra; Infante Mata, Dulce"
"JOUR",90074670,"2013"," Europe (rare)"," Chapman, Deborah V.","author_02","Salt Marshes on Substrate Enriched in Organic Matter: The Case of Ombrogenic Atlantic Salt Marshes","Ombrogenic Atlantic salt marshes are defined as areas of halophytic, terrestrial vegetation which are periodically flooded by the tide and have a predominant underlying organic substrate comprising of wood and/or Sphagnum peat that formed under freshwater conditions. The objective of this study was to determine to what extent salt marsh plant ecology and, specifically, vegetation composition and zonation relate to this underlying substrate of organic matter (peat). A vegetation survey was carried out on nine salt marshes, three on peat substrate and two on sand, mud and sand/mud, respectively. In parallel, key edaphic variables were measured including pH, conductivity, organic content, moisture content and nutrients: ammonium, nitrate and phosphorus. Salt marshes on peat substrate are distinct. Ammonium content was twice the maximum reported in other salt marsh studies, while the vegetation composition of salt marshes on peat substrate was significantly different from that of other salt marshes. Salt marshes on peat substrate were found to be higher in species diversity and richness and characterised by a predominantly forb and rush community. However, some common salt marsh species, such as Atriplex portulacoides and Spartina anglica were absent from salt marshes on peat. Ordination analysis revealed that zonation was primarily associated with conductivity on peat substrates. In contrast, moisture plays a greater role in zonation within non-peat salt marshes. The findings confirm that the high organic matter content of ombrogenic Atlantic salt marshes is associated with distinct vegetation composition.","10.1007/s12237-012-9579-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876830531&doi=10.1007%2fs12237-012-9579-7&partnerID=40&md5=bf816f5125437df91d0b32b5a8c17a7a","Cott_2013_90074670","Cott, Grace M.; Chapman, Deborah V.; Jansen, Marcel A. K."
"JOUR",90074982,"2022"," Asia"," Chen, Yun-An","author_02","Compositions of sequestrated soil carbon in constructed wetlands of Taiwan","Constructed wetlands are an ecological engineering technology that has been widely applied to treat anthropogenic wastewater. Until now, few studies have focused on soil carbon (C) in the constructed treatment wetlands in tropical regions. Therefore, this study provides insight into the changes in soil C composition of tropically constructed wetlands at different ages. Five constructed wetlands were investigated in northern Kaohsiung, Taiwan. Soil C was analyzed at three different depths using an acid-hydrolysable method. The results showed that soil TOC content was highest on the soil surface (0-2 cm) and decreased at greater soil depths (2-5 and 5-10 cm) in all the studied constructed wetlands. There was more soil acid-hydrolysable C in the older constructed wetlands than in the younger ones at all depths. On the contrary, the soil recalcitrant carbon (RP-C) did not vary much across the wetland soils. In addition, the RP-C to TOC ratios were higher in the younger than older constructed wetlands, implying that the soil bioavailable C sources for microbial growth increased with the wetland's age. As a result, the compositions of organotrophic microbes, such as methanogens (mcrA copies), appeared to increase with wetlands' ages (i.e., negatively correlated with RP-C/TOC), while the total microbial abundance (16S rDNA) and abundance of lithotrophic microbes, such as methanotrophs (pmoA copies), were not correlated with RP-C/TOC or AHPI-C/TOC ratios, based on the results of our canonical correspondence analysis. Furthermore, the constructed wetlands accumulated soil RP-C from 2.33 to 0.08 g C m(-2) day(-1) in the constructed wetlands 1 to 30 years old, respectively. (C) 2021 Elsevier B.V. All rights reserved.","10.1016/j.scitotenv.2021.150290",NA,"Shiau_2022_90074982","Shiau, Yo-Jin; Chen, Yun-An; You, Chong-Ren; Lai, Yi-Chieh; Lee, Mengshan"
"JOUR",90074324,"2009","North America"," Chmura, G. L.","author_02","Soil carbon may be maintained under grazing in a St Lawrence Estuary tidal marsh","Production of belowground organic matter is critical to sustainability of salt marshes. It plays a role in vertical soil accretion, a process essential for salt marshes to maintain their relative elevation and persist as sea levels rise. This paper examines belowground production and soil carbon of a high-latitude saltmarsh in the StLawrence Estuary (Quebec, Canada), which had been subjected to six years of sheep grazing. In the seventh year, without sheep, organic matter production in grazed and ungrazed sections was assessed by examining harvests of plant litter, end-of-season standing crop, and the roots and rhizomes present in in-growth cores. Excepting salinity, porewater chemistry varied little. The grazed marsh had higher soil carbon density and belowground production, yet lower aboveground biomass. Grazing reduces plant litter and increases solar exposure, soil temperature (at this latitude, soil remained frozen until April) and evapotranspiration, thus raising soil salinity and nitrogen demand, the latter a driver of root production. Grazing may not be detrimental to soil carbon storage. Permitting certain types of grazing on restored salt marshes previously drained for agriculture would provide economic incentive to restore tidal flooding, because the natural carbon sink provided in the recovered marsh would make these lands eligible for carbon payments.","10.1017/S0376892910000184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952422314&doi=10.1017%2fS0376892910000184&partnerID=40&md5=350d1189b59a74e6740dea9dc8d28636","Yu_2009_90074324","Yu, O. T.; Chmura, G. L."
"JOUR",90075194,"2021","North America"," Chmura, G. L.","author_03","Tidal Marsh Sediment and Carbon Accretion on a Geomorphologically Dynamic Coastline","We examined the sediment profiles, surface accretion rates, and soil carbon (C) accumulation rates of two brackish tidal marshes on Kilbella and Wannock Rivers of the central coast of British Columbia, Canada, a region where such tidal marsh studies are rare. Sediment grain size is variable within these deposits and is a significant predictor of soil C density. The average soil C density of the Kilbella (0.027 +/- 0.01 g C cm(-)(3)) and the Wannock marsh (0.029 +/- 0.007 g C cm(-)(3)) are within the range of reported global averages. Compared to global estimates, the depth weighted mean rates of soil C accumulation are low, between 29 and 50 g C m(-2) year(-1), although high sectional rates (up to 490 +/- 230 g C m(-)(3) year(-1)) occur in deeper segments of the marsh profile at Kilbella. Modern accretion rates are below moderate to high sea level rise scenarios. The Kilbella marsh contains sand layers from periods of mass sedimentation events (landslides and tsunamis), which provide the marsh with elevation capital that can be critical to its sustainability. The Kilbella profile demonstrates that variation in carbon density with depth cannot be predicted in marshes on geomorphologically dynamic coasts.","10.1029/2021JG006507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119843116&doi=10.1029%2f2021JG006507&partnerID=40&md5=5fbd9fdcff79d19e2b7c8f59e1ec1885","van Ardenne_2021_90075194","van Ardenne, L. B.; Hughes, J. F.; Chmura, G. L."
"JOUR",90074364,"2000","North America"," Chmura, G.L.","author_02","Dynamics of above- and belowground organic matter in a high latitude macrotidal saltmarsh","Seasonal variations in above- and belowground biomass were examined over the 1994 growing season (May to October) in the 3 major plant zones of a saltmarsh located on the Bay of Fundy. Standing crop of aboveground biomass was measured over the growing season. Belowground samples were processed at depth intervals of 2 cm, providing high-resolution vertical profiles to a depth of 40 cm. Spartina alterniflora showed evidence of the translocation of belowground biomass to aboveground tissue in the early part of the growing season, when the rate of aboveground growth is at a maximum. Shifts in S. alterniflora organic matter storage were most dynamic in the surface 16 cm. Biomass translocation generally was not significant in the S. patens stands, where the rate of aboveground growth was consistent throughout the growing season. All seasonal changes associated with Plantago maritima biomass seem to occur before July, since no changes in above- and belowground biomass were observed between July and October. P. maritima contributes the least to marsh soil organic matter.","10.3354/meps204101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034609897&doi=10.3354%2fmeps204101&partnerID=40&md5=f7f8cffececb16252cca5226228557c7","Connor_2000_90074364","Connor, R.; Chmura, G.L."
"JOUR",90074694,"2001","North America"," Chmura, G.L.","author_02","Carbon accumulation in Bay of Fundy salt marshes: Implications for restoration of reclaimed marshes","Transformation of agricultural land to natural terrestrial vegetation has been suggested as a means to increase soil carbon storage. However, the capacity for carbon storage in terrestrial soils is limited as compared to soils of tidal salt marshes, the original vegetation of many coastal agricultural lands. In a number of countries, tidal salt marshes have been ""reclaimed,"" that is drained and diked to prevent tidal flooding and create suitable conditions for dry land agriculture. In this study we examine spatial and temporal patterns of carbon accumulation in tidal salt marshes of the Bay of Fundy and estimate the carbon storage potential of the bay's extensive area of reclaimed marsh. Rates of carbon accumulation vary from the upper to the outer Bay, over which there is a gradient of decreasing tidal range and suspended sediment supply. In the outer bay, high-marsh densities are highest (0.042 +/- 0.009 g C cm(-3)), but carbon accumulation rates over the past 30 years are lowest (76 g C m(-2) yr(-1)). The reverse pattern occurs in the upper bay where carbon densities in the high-marsh environment are lowest (0.036 +/- 0.002 g C cm(-3)), but carbon accumulation rates over the past 30 years may be as high (184 g C m(-2) yr(-1)). Compared to other ecosystems, the rates of carbon accumulation presented in this study were similar over timescales of years to centuries. Increases in relative sea level (over time) and suspended sediment supply (across the bay) positively affect the marsh soil accumulation rate and the rate of carbon sequestration. Parameters such as %C are not useful predictors of a marsh's potential for carbon sequestration. Soil carbon densities of functioning marshes and reclaimed marsh soils are similar, but marsh soils have a storage capacity that increases with rising sea level, while agricultural soils, such as those in reclaimed marshes, have a fixed (or possibly decreasing in reclaimed marshes) volume over time.","10.1029/2000GB001346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035693360&doi=10.1029%2f2000GB001346&partnerID=40&md5=f05816b803c4320bb6abab7804d776eb","Connor_2001_90074694","Connor, R.F.; Chmura, G.L.; Beecher, C.B."
"JOUR",90075101,"2017"," Europe"," Cleary, Daniel F. R.","author_05","'Blue Carbon' and Nutrient Stocks of Salt Marshes at a Temperate Coastal Lagoon (Ria de Aveiro, Portugal)","Ria de Aveiro is a mesotidal coastal lagoon with one of the largest continuous salt marshes in Europe. The objective of this work was to assess C, N and P stocks of Spartina maritima (low marsh pioneer halophyte) and Juncus maritimus (representative of mid-high marsh halophytes) combined with the contribution of Halimione portulacoides, Sarcocornia perennis, and Bolbochenous maritimus to the lagoon approximate to 4400 ha marsh area. A multivariate analysis (PCO), taking into account environmental variables and the annual biomass and nutrient dynamics, showed that there are no clear seasonal or spatial differences within low or mid-high marshes, but clearly separates J. maritimus and S. maritima marshes. Calculations of C, N and P stocks in the biomass of the five most representative halophytes plus the respective rhizosediment (25 cm depth), and taking into account their relative coverage, represents 252053 Mg C, 38100 Mg N and 7563 Mg P. Over 90% of the stocks are found within mid-high marshes. This work shows the importance of this lagoon's salt marshes on climate and nutrients regulation, and defines the current condition concerning the 'blue carbon' and nutrient stocks, as a basis for prospective future scenarios of salt marsh degradation or loss, namely under SLR context.","10.1038/srep41225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010739072&doi=10.1038%2fsrep41225&partnerID=40&md5=45a24bf043e9148ca42827805f3e5045","Sousa_2017_90075101","Sousa, Ana I.; Santos, Danielle B.; da Silva, Eduardo Ferreira; Sousa, Lisa P.; Cleary, Daniel F. R.; Soares, Amadeu M. V. M.; Lillebo, Ana I."
"JOUR",90074747,"2021"," Europe (rare)"," Cornille, V.","author_06","A multiproxy study of intertidal surface sediments from two macrotidal estuarine systems (Canche, Authie) in northern France: Insights into environmental processes","Estuaries are considered one of the most dynamic ecosystems in the world, ensuring high production and transfer of large quantities of organic matter (OM) from continents to the ocean. Despite the large influence of estuaries in the functioning of coastal ecosystems, our understanding of OM dynamics in these buffering coastal environments remains fragmented. In this frame, our study was carried out to describe and understand the main drivers of OM distribution in two estuaries (Canche, Authie) of the eastern English Channel, based on descriptive and quantitative approaches. For this purpose, in February and March 2018, surface sediments were sampled at low tide along cross-shore transects in the intertidal zone of each estuary. Analysis of sediment grain size, porosity, proportion of aggregated particles, total carbonate content and organic geochemical characteristics (total OM content, atomic TOC/TN ratio, delta 13C value) of surface sediments allowed identifying four biosedimentary facies: sand flat, mud flat, low and high salt marshes. In parallel, the elemental and isotopic characterization of the suspended particulate OM inputs by the rivers, the surface biofilms and the halophytic vegetation was performed to trace the three major sources contributing to sedimentary OM in both estuaries. Spatial distribution of OM in surface sediments (ranging between 0.6 and 26.9% dry weight) evidenced higher contents along marsh platforms than in sand and mud flats. and the OM pool was mainly constituted of a mixing of C3 terrestrial vascular plants, marine and riverine phytoplankton. The comparison between both estuaries highlighted that the geomorphology impacted by natural and anthropic factors plays a preponderant role in the distribution and the sources of sedimentary OM by influencing vegetation communities and hydrodynamic processes. In the context of sea level rise, an improved understanding of the OM dynamics within each biosedimentary facies is crucial to better constrain and assess the role of macrotidal estuaries in carbon cycle.","10.1016/j.csr.2021.104554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117885070&doi=10.1016%2fj.csr.2021.104554&partnerID=40&md5=ba31b7a126b12dc6018d0adb937dd33d","Voltz_2021_90074747","Voltz, B.; Denis, L.; Duong, G.; Santoni, A.-L.; Artigas, L.F.; Cornille, V.; Henry, F.; Mathieu, O.; Tallobre, C.; Gontharet, S."
"JOUR",90075101,"2017"," Europe"," da Silva, Eduardo Ferreira","author_03","'Blue Carbon' and Nutrient Stocks of Salt Marshes at a Temperate Coastal Lagoon (Ria de Aveiro, Portugal)","Ria de Aveiro is a mesotidal coastal lagoon with one of the largest continuous salt marshes in Europe. The objective of this work was to assess C, N and P stocks of Spartina maritima (low marsh pioneer halophyte) and Juncus maritimus (representative of mid-high marsh halophytes) combined with the contribution of Halimione portulacoides, Sarcocornia perennis, and Bolbochenous maritimus to the lagoon approximate to 4400 ha marsh area. A multivariate analysis (PCO), taking into account environmental variables and the annual biomass and nutrient dynamics, showed that there are no clear seasonal or spatial differences within low or mid-high marshes, but clearly separates J. maritimus and S. maritima marshes. Calculations of C, N and P stocks in the biomass of the five most representative halophytes plus the respective rhizosediment (25 cm depth), and taking into account their relative coverage, represents 252053 Mg C, 38100 Mg N and 7563 Mg P. Over 90% of the stocks are found within mid-high marshes. This work shows the importance of this lagoon's salt marshes on climate and nutrients regulation, and defines the current condition concerning the 'blue carbon' and nutrient stocks, as a basis for prospective future scenarios of salt marsh degradation or loss, namely under SLR context.","10.1038/srep41225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010739072&doi=10.1038%2fsrep41225&partnerID=40&md5=45a24bf043e9148ca42827805f3e5045","Sousa_2017_90075101","Sousa, Ana I.; Santos, Danielle B.; da Silva, Eduardo Ferreira; Sousa, Lisa P.; Cleary, Daniel F. R.; Soares, Amadeu M. V. M.; Lillebo, Ana I."
"JOUR",90074628,"1977"," Europe"," Daane, M.C.","author_02","Analysis of estuarine soil gradients in salt marshes of the southwestern Netherlands with special reference to the Scheldt estuary",NA,"10.1007/BF02658086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249179724&doi=10.1007%2fBF02658086&partnerID=40&md5=1e8b6ec05e525bafdab455e93c25c889","Beeftink_1977_90074628","Beeftink, W.G.; Daane, M.C.; Van Liere, J.M.; Nieuwenhuize, J."
"JOUR",90074387,"2019"," Asia"," Dahms, Hans Uwe","author_02","Seasonal Species Variation of Sediment Organic Carbon Stocks in Salt Marshes of Tuticorin Area, Southern India","Increasing attention in global blue carbon investigation in these contemporary times, salt marsh has the distinctive importance in coastal ecosystems. We examined sediment organic carbon stock in the four dominant salt marsh species areas viz. Suaeda maritima, Sesuvium portulacastrum, Arthrocnemum indicum, and Salicornia brachiata from Tuticorin, southeast coast of India in two seasons i.e. dry (July 2015) and wet season (January 2016). We examined above ground (AGB) and below ground biomass (BGB), sediment physico-chemical properties like pH, BD, composition, OM%, C-org%, C and N%, sediment organic carbon stocks (SOCS) and multivariate analysis on studied variables. Maximum AGB was recorded in A. indicum in both dry and wet season (10.91 +/- 0.15g/cm(2) and 14.87 +/- 0.68g/cm(2)). The highest BGB was observed in S. maritima in both seasons, as 2.01 +/- 0.35g/cm(2) and 4.49 +/- 0.35g/cm(2), respectively. The OM percentage ranged between 4.13 +/-.083 and 7.23 +/-.088% and the highest was observed in the wet season from S. maritima. Sediment organic stocks (Mgha (-1)) ranged from 8.42 +/-.640 to 54.46 +/- 1.46Mgha (-1) reflects nearly 7 times higher than the dry season. The present study can be useful for the estimation of blue carbon budgets in tropical coastal ecosystem since this type was the first hand information from this area.","10.1007/s13157-018-1094-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055882748&doi=10.1007%2fs13157-018-1094-6&partnerID=40&md5=59843ca56fa3fe7e11d9b39de1c087c6","Kaviarasan_2019_90074387","Kaviarasan, Thanamegam; Dahms, Hans Uwe; Gokul, Murugaiah Santhosh; Henciya, Santhaseelan; Muthukumar, Krishnan; Shankar, Shiva; James, Rathinam Arthur"
