"source_type","article_id","author","year","title","abstract","doi","sysrev_url","url"
"JOUR",14329375,"Zhang, Zongxiao; Zheng, Yanling; Han, Ping; Dong, Hongpo; Liang, Xia; Yin, Guoyu; Wu, Dianming; Yang, Yi; Liu, Sitong; Liu, Min; Hou, Lijun","2020","N-acyl-homoserine lactones (AHLs) in intertidal marsh: diversity and potential role in nitrogen cycling","Aims N-acyl-L-homoserine lactones (AHLs) based quorum sensing (QS) phenomenon is recognized as an effective agent for regulating bacterial growth and metabolism. However, diversity and biological role of AHLs in natural environments remain largely unknown. This study focuses on compositions of AHLs and their potential role in nitrogen transformation in intertidal marshes. Methods We investigated the levels of AHLs in rhizosphere (Phragmites australis,Spartina alternifloraandScirpus mariqueter) and non-rhizosphere soils from Chongming eastern intertidal wetland of the Yangtze Estuary using gas chromatography-mass spectrometry (GC/MS). Molecular techniques were employed to investigate the compositions and structure of bacterial community. Soil-slurry experiments in combination with nitrogen isotope tracing technique were conducted to examine the effects of AHLs on nitrogen transformation processes. Results AHLs were higher in rhizosphere than non-rhizosphere soils, and correlated significantly with soil organic carbon and pH. C6-, C8-, C10- and C12-HSLs were identified as the probably universal QS signal molecules in intertidal marsh soils. The bacterial biodiversity might be regulated by AHLs, and 12 of the 50 most abundant microorganisms in intertidal marsh soils were related significantly with AHL concentrations. Furthermore, C6-, C8- and C12-HSLs might play an important role in mediating nitrogen transformation processes including nitrification, denitrification and anaerobic ammonium oxidation (anammox). Conclusions AHLs are favored to accumulate in rhizospheric environments and thus further mediate the bacterial diversity and soil nitrogen cycling. This study highlights the associations of QS signal molecules with the dynamics and activity of nitrogen cycling bacteria in intertidal marshes.","10.1007/s11104-020-04630-0","https://sysrev.com/p/117521/article/14329375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088457477&doi=10.1007%2fs11104-020-04630-0&partnerID=40&md5=730d3d0880a49f17210dd0025c8ffc52"
"JOUR",14329376,"Lord III, C.J.; Church, T.M.","1983","THE GEOCHEMISTRY OF SALT MARSHES - SEDIMENTARY ION DIFFUSION, SULFATE REDUCTION, AND PYRITIZATION","","10.1016/0016-7037(83)90296-X","https://sysrev.com/p/117521/article/14329376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021082248&doi=10.1016%2f0016-7037%2883%2990296-X&partnerID=40&md5=e64ab5664f784f8e53a827d4aa073144"
"JOUR",14329379,"Craft, C.","2000","Co-development of wetland soils and benthic invertebrate communities following salt marsh creation","The development of wetland soil characteristics and benthic invertebrate communities were evaluated in created Spartina alterniflora salt marshes in North Carolina ranging in age from 1 to 25 years-old. A combination of measurements from different-age created marshes as well as periodic measurements over time on two marshes were used to (1) document rates of wetland pedogenesis, especially soil organic matter, and, (2) explore relationships between soil and benthic invertebrate community development. Soil macro-organic matter (MOM, the living and dead root and rhizome mat), organic C and N increased and bulk density decreased during the 25 years following marsh establishment. The most dramatic changes in bulk density, MOM, C and N occurred within the upper 10 cm of the soil with lesser changes below this depth. Created marshes were sinks for organic C (90-140 gcntdotm-2cntdotyr-1) and N (7-11 gcntdotm-2cntdotyr-1) but not for P (0-1 gcntdotm-2cntdotyr-1). The density of benthic invertebrates (>250 mum) and subsurface-deposit feeding oligochaetes also increased over time on created salt marshes. Invertebrate and oligochaete density were strongly related to MOM content (r2 = 0.83-0.87) and soil organic C (r2 = 0.52-0.82) and N (r2 = 0.62-0.84). These findings suggest that, in created salt marshes, development of the benthic invertebrate community is tied to marsh soil formation, especially accumulation of organic matter as MOM and soil. Field studies that manipulate the quantity and quality of soil organic matter are needed to elucidate the relationship between salt marsh pedogenesis and benthic invertebrate community development.","10.1023/A:1008448620605","https://sysrev.com/p/117521/article/14329379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033938876&doi=10.1023%2fa%3a1008448620605&partnerID=40&md5=f3d578f7752c904324fb238e9d1b91d8"
"JOUR",14329380,"Zhou, Changfang; Zhao, Hui; Sun, Zhiyi; Zhou, Luxian; Fang, Chao; Xiao, Yan; Deng, Zifa; Zhi, Yingbiao; Zhao, Yongqiang; An, Shuqing","2015","The Invasion of Spartina alterniflora Alters Carbon Dynamics in China's Yancheng Natural Reserve","Ecosystem processes are tightly linked to the structure and functioning of plant communities. Large-scale invasion of Spartina alterniflora on unvegetated intertidal mudflats is expected to reduce atmospheric CO2 through an increase in the carbon storage of coastal ecosystem. In China's Yancheng Natural Reserve, plant carbon storage (PCS), soil total organic carbon storage (SCS), as well as CO2 and CH4 fluxes, were compared between Spartina invaded marsh and adjacent native marshes. PCS of Spartina marsh was 16.9 and 1.4 times higher compared to those of Suaeda and Phragmites marshes, whereas relatively larger aboveground PCS but smaller belowground PCS were found in the newly settled seaward margin of the Spartina marsh. SCS in Spartina marsh was also 1.5 times higher than that in unvegetated mudflat. Although Spartina vegetation assimilated a substantial amount of CO2, mass emission of CH4 from the invaded marsh was also noticed, especially in summer, it was 9-16 times higher than those from native marshes. Our study indicates that instead of CO2 being simply incorporated into PCS and SCS, carbon dynamics following Spartina invasion are more complicated. Detailed studies of CH4 emissions are needed before ascertaining whether, and to what degree, the invasion of S. alterniflora may affect the global warming process.","10.1002/clen.201300839","https://sysrev.com/p/117521/article/14329380",NA
"JOUR",14329381,"Carey, J. C.; Moran, S. B.; Kelly, R. P.; Kolker, A. S.; Fulweiler, R. W.","2017","The Declining Role of Organic Matter in New England Salt Marshes","The Northeast USA is experiencing severe impacts of a changing climate, including increased winter temperatures and accelerated relative sea level rise (RSLR). The sediment-poor, organic-rich nature of many Southern New England salt marshes makes them particularly vulnerable to these changes. In order to assess how marsh accretion has changed over time, we returned to Narragansett Bay, RI where salt marsh vertical accretion rates were documented almost 30 years ago. Using radionuclide tracers (Pb-210 and Cs-137), we observe no significant change in overall accretion rates (0.27-0.69 cm year(-1)) compared to historical averages (0.24-0.60 cm year(-1)), but we document a shift in how these marshes maintain elevation. Organic matter now plays a smaller role in contributing to vertical accretion across all study sites, declining by 22 % on average. We attribute this reduction to potentially higher decomposition rates fueled by higher water temperature. Inorganic matter also contributes less to accretion (declining by 44 % on average at marshes located more internal to the estuary), likely due to diminishing sediment supply in this region. With organic and inorganic solids accounting for less of the total accretion, several of the marshes are experiencing symptoms of swelling, with water and porespace contributing more towards accretion compared to historical values. Accretion rates (0.27-0.45 cm year(-1)) at these organic-rich (> 40 % sediment organic matter) marshes are predominantly lower than the current (30 years) rate of RSLR (0.41 +/- 0.07 cm year(-1)). These results, combined with the increased rate of RSLR and the hardened shorelines inhibiting landward migration, call into question the long-term survivability of these marshes.","10.1007/s12237-015-9971-1","https://sysrev.com/p/117521/article/14329381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929643475&doi=10.1007%2fs12237-015-9971-1&partnerID=40&md5=1b18b06bd6988f82953a55068e4b0657"
"JOUR",14329387,"Chmura, G.L.; Hung, G.A.","2004","Controls on salt marsh accretion: A test in salt marshes of Eastern Canada","We used Cs-137-dating to determine vertical accretion rates of 15 salt marshes on the Bay of Fundy, the Gulf of St. Lawrence, and the Atlantic coast of Nova Scotia. Accretion rates are compared to a number of factors assumed to influence vertical marsh accretion: rates of relative sea-level rise, climatic parameters (average daily temperatures and degree days) and latitude (related to insolation and day length), sediment characteristics (organic matter inventory, bulk, mineral, and organic matter density), distance of the core site from the nearest source of tidal waters, and the tidal range. Unique to our study is a consideration of climatic parameters and latitude, which should influence organic matter production, and thus vertical accretion rates. Significant predictors of accretion rates (in order of importance) were found to be organic matter inventory, distance from a creek, and range of mean tides. Contrary to conclusions from previous studies, we found that accretion rates decreased with increasing tidal range, probably because we considered a wider span of tidal ranges, from micro- to macrotidal. Although four marshes with low organic matter inventories also show a deficit in accretion with respect to relative sea-level rise, organic matter is not limiting in two-thirds of the marshes studied, despite shorter growing seasons.","10.1007/BF02803561","https://sysrev.com/p/117521/article/14329387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142813967&doi=10.1007%2fBF02803561&partnerID=40&md5=56f6690286422577c1c7b54b3f5430d3"
"JOUR",14329389,"Bianchi, Thomas S.; Allison, Mead A.; Zhao, Jun; Li, Xinxin; Comeaux, Rebecca S.; Feagin, Rusty A.; Kulawardhana, R. Wasantha","2013","Historical reconstruction of mangrove expansion in the Gulf of Mexico: Linking climate change with carbon sequestration in coastal wetlands","There has been considerable interest in a recently recognized and important sink in the global carbon pool, commonly referred to as ""blue carbon"". The major goal of this study was to determine the historical reconstruction of mangrove expansion (Avicennia germinans) into salt marshes (Spartina alterniflora) and its effects on carbon sequestration and soil chemistry in wetland soils of the northwestern Gulf of Mexico. We used bulk stable isotopic, chemical biomarker analyses, and aerial imagery analysis to identify changes in OC wetland sources, and radiotracers (Cs-137 and Pb-210) for chronology. Soil cores were collected at two sites at Port Aransas, Texas (USA), Harbor Island and Mud Island.Stable isotopic values of delta C-13 and delta N-15 of all soil samples ranged from -26.8 to -15.6 parts per thousand and 1.8-10.4 parts per thousand and showed a significant trend of increasing depletion for each isotope from bottom to surface soils. The most depleted delta C-13 values were in surface soils at the Mud Island (Mangrove 2) location. Carbon sequestration rates were greater in mangroves and for the Mud Island Mangrove 1 and the Marsh 1 sites ranged from 253 to 270 and 101-125 g C m(-2) yr(-1), respectively. Lignin storage rates were also greater for mangrove sites and for the Mud Island Mangrove 1 and the Marsh 1 ranged from 19.5 to 20.1 and 16.5 to 12.8 g lignin m(-2) yr(-1), respectively. The Delta(8) and Delta(6) values for all cores ranged from 0.5 to 21.5 and 0.4 to 16.5, respectively, and showed a significant increase from bottom to surface sediments. If regional changes in the Gulf of Mexico are to persist and much of the marsh vegetation was to be replaced by mangroves, there could be significant increases on the overall storage and sequestration of carbon in the coastal zone. Published by Elsevier Ltd.","10.1016/j.ecss.2012.12.007","https://sysrev.com/p/117521/article/14329389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875396267&doi=10.1016%2fj.ecss.2012.12.007&partnerID=40&md5=be56fef42754b5b76233937e4ad3e20b"
"JOUR",14329390,"Chambers, Lisa G.; Osborne, Todd Z.; Reddy, K. Ramesh","2013","Effect of salinity-altering pulsing events on soil organic carbon loss along an intertidal wetland gradient: a laboratory experiment","Salinity changes resulting from storm surge, tides, precipitation, and stormwater run-off are common in coastal wetlands. Soil microbial communities respond quickly to salinity changes, altering the rate of soil organic carbon (SOC) loss and associated biogeochemical processes. This study quantified the impact of salinity-altering pulses on SOC loss, defined as microbial respiration (CO2 flux) at high and low tide, CH4 flux, and dissolved OC (DOC) release, in 3 intertidal wetlands (Jacksonville, FL, USA). Intact soil cores from a freshwater tidal, brackish, and salt marsh were exposed to simulated tides and 3 salinity pulsing events during a 53-day laboratory experiment. Soil and water physio-chemical properties, nutrient release, and microbial indicators were measured. Microbial respiration was the dominate pathway of SOC loss (> 97 %). Soil hydraulic conductivity was greater in brackish and salt marshes and was critical to overall soil respiration. High tide CO2 flux was greatest in the freshwater marsh (58 % of SOC loss) and positively correlated with DOC concentration; low tide CO2 flux was greatest in brackish and salt marshes (62 and 70 % of SOC loss, respectively) and correlated with NH4 (+) and microbial biomass. The freshwater marsh was sensitive to brackish pulses, causing a 112 % increase in respiration, presumably from accelerated sulfate reduction and N-cycling. SOC loss increased in the salt marsh pulsed with freshwater, suggesting freshwater run-off may reduce a salt marsh's ability to keep-pace with sea level rise. Increased inundation from storm surges could accelerate SOC loss in freshwater marshes, while decreasing SOC loss in brackish and salt marshes.","10.1007/s10533-013-9841-5","https://sysrev.com/p/117521/article/14329390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884908191&doi=10.1007%2fs10533-013-9841-5&partnerID=40&md5=81ab1ba74ae73fb8e9a3d9c5834953a4"
"JOUR",14329394,"Gao, Gui Feng; Li, Peng Fei; Shen, Zhi Jun; Qin, Ying Ying; Zhang, Xi Min; Ghoto, Kabir; Zhu, Xue Yi; Zheng, Hai Lei","2018","Exotic Spartina alterniflora invasion increases CH4 while reduces CO2 emissions from mangrove wetland soils in southeastern China","Mangroves are critical in global carbon budget while vulnerable to exotic plant invasion. Spartina alterniflora, one of typical salt marsh plant grows forcefully along the coast of China, has invaded the native mangrove habitats in Zhangjiang Estuary. However, the effects of S. alterniflora invasion on soil carbon gases (CH4 and CO2) emission from mangroves are not fully understood. Accordingly, we conducted a field experiment to investigate the soil CH4 and CO2 emission during growing seasons in 2016 and 2017 at four adjacent wetlands, namely bare mudflat (Mud), Kandelia obovata (KO), Avicennia marina (AM) and S. alterniflora (SA). Potential methane production (PMP), potential methane oxidation (PMO), functional microbial abundance and soil biogeochemical properties were measured simultaneously. Our results indicate that S. alterniflora invasion could dramatically increase soil CH4 emissions mainly due to the enhancement in PMP which facilitated by soil EC, MBC, TOC and mcrA gene abundance. Additionally, S. alterniflora invasion decreases soil CO2 emission. Both heterotrophic microbial respiration (165 rRNA) and methane oxidation (pmoA and ANME-pmoA) are responsible for CO2 emission reduction. Furthermore, S. alterniflora invasion greatly increases GWP by stimulating CH4 emissions. Thus, comparing with mangroves, invasive S. alterniflora significantly (p < 0.001) increases CH4 emission while reduces CO2 emission.","10.1038/s41598-018-27625-5","https://sysrev.com/p/117521/article/14329394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048758369&doi=10.1038%2fs41598-018-27625-5&partnerID=40&md5=c8fd548c5d28e55bf716f4205ac2a2c7"
"JOUR",14329399,"Voltz, B.; Denis, L.; Duong, G.; Santoni, A.-L.; Artigas, L.F.; Cornille, V.; Henry, F.; Mathieu, O.; Tallobre, C.; Gontharet, S.","2021","A multiproxy study of intertidal surface sediments from two macrotidal estuarine systems (Canche, Authie) in northern France: Insights into environmental processes","Estuaries are considered one of the most dynamic ecosystems in the world, ensuring high production and transfer of large quantities of organic matter (OM) from continents to the ocean. Despite the large influence of estuaries in the functioning of coastal ecosystems, our understanding of OM dynamics in these buffering coastal environments remains fragmented. In this frame, our study was carried out to describe and understand the main drivers of OM distribution in two estuaries (Canche, Authie) of the eastern English Channel, based on descriptive and quantitative approaches. For this purpose, in February and March 2018, surface sediments were sampled at low tide along cross-shore transects in the intertidal zone of each estuary. Analysis of sediment grain size, porosity, proportion of aggregated particles, total carbonate content and organic geochemical characteristics (total OM content, atomic TOC/TN ratio, delta 13C value) of surface sediments allowed identifying four biosedimentary facies: sand flat, mud flat, low and high salt marshes. In parallel, the elemental and isotopic characterization of the suspended particulate OM inputs by the rivers, the surface biofilms and the halophytic vegetation was performed to trace the three major sources contributing to sedimentary OM in both estuaries. Spatial distribution of OM in surface sediments (ranging between 0.6 and 26.9% dry weight) evidenced higher contents along marsh platforms than in sand and mud flats. and the OM pool was mainly constituted of a mixing of C3 terrestrial vascular plants, marine and riverine phytoplankton. The comparison between both estuaries highlighted that the geomorphology impacted by natural and anthropic factors plays a preponderant role in the distribution and the sources of sedimentary OM by influencing vegetation communities and hydrodynamic processes. In the context of sea level rise, an improved understanding of the OM dynamics within each biosedimentary facies is crucial to better constrain and assess the role of macrotidal estuaries in carbon cycle.","10.1016/j.csr.2021.104554","https://sysrev.com/p/117521/article/14329399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117885070&doi=10.1016%2fj.csr.2021.104554&partnerID=40&md5=ba31b7a126b12dc6018d0adb937dd33d"
"JOUR",14329402,"Chen Qingqiang; Gu Hequan; Zhou Juzhen; Meng Yi; Hu Kelin","2007","Trends of soil organic matter turnover in the salt marsh of the Yangtze River estuary","Characteristics and tidal flat trends of soil organic matter (SOM) turnover were studied for the Chongmingdongtan Salt Marsh in the Yangtze River estuary, based on analyses of stable carbon isotope composition (delta C-13), grain sizes and contents of particulate organic carbon (POC), total nitrogen (TN) and inorganic carbon (TIC) for three cores excavated from high tidal flat, middle tidal flat and bare flat. Results demonstrate that correlations between soil POC contents and delta C-13 values of the salt marsh cores were similar to those between soil organic carbon (SOC) contents and delta C-13 values of the upper soil layers of mountainous soil profiles with different altitudes. SOM of salt marsh was generally younger than 100 years, and originated mainly from topsoil erosions in catchments of the Yangtze River. Correlations of TN content with C/N ratio, POC content with TIC content and POC content with delta C-13 values for the cores suggest that turnover degrees of SOM from the salt marsh are overall low, and trends of SOM turnover are clear from the bare flat to the high tidal flat. Bare flat samples show characteristics of original sediments, with minor SOM turnover. Turnover processes of SOM have occurred and are discernable in the high and middle tidal flats, and the mixing degrees of SOM compartments with different turnover rates increase with evolution of the muddy tidal flat. The exclusive strata structure of alternate muddy laminae and silty laminae originated from dynamic depositional processes on muddy tidal flat was a great obstacle to vertical migration of dissolved materials, and SOM turnover was then constrained. The muddy tidal flat processes exerted direct influences on sequestration and turnover of SOM in the salt marsh, and had great constraints on the spatial and temporal characteristics of SOM turnover of the Chongmingdongtan Salt Marsh in the Yangtze River estuary.","10.1007/s11442-007-0101-2","https://sysrev.com/p/117521/article/14329402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947326136&doi=10.1007%2fs11442-007-0101-2&partnerID=40&md5=37bce4f3a0379786e57bd04b738acbe4"
"JOUR",14329403,"Luk, Sheron Y.; Todd-Brown, Katherine; Eagle, Meagan; McNichol, Ann P.; Sanderman, Jonathan; Gosselin, Kelsey; Spivak, Amanda C.","2021","Soil Organic Carbon Development and Turnover in Natural and Disturbed Salt Marsh Environments","Salt marsh survival with sea-level rise (SLR) increasingly relies on soil organic carbon (SOC) accumulation and preservation. Using a novel combination of geochemical approaches, we characterized fine SOC (<= 1 mm) supporting marsh elevation maintenance. Overlaying thermal reactivity, source (delta C-13), and age ((FC)-C-14) information demonstrates several processes contributing to soil development: marsh grass production, redeposition of eroded material, and microbial reworking. Redeposition of old carbon, likely from creekbanks, represented similar to 9%-17% of shallow SOC (<= 26 cm). Soils stored marsh grass-derived compounds with a range of reactivities that were reworked over centuries-to-millennia. Decomposition decreases SOC thermal reactivity throughout the soil column while the decades-long disturbance of ponding accelerated this shift in surface horizons. Empirically derived estimates of SOC turnover based on geochemical composition spanned a wide range (640-9,951 years) and have the potential to inform predictions of marsh ecosystem evolution.Plain Language Summary Salt marsh survival with rising sea levels increasingly depends on the accumulation and preservation of buried organic carbon. Marsh soil organic carbon development reflects at least three processes: burial of differently reactive compounds that derive from local grasses, redeposition of old carbon (9%-17%), and microbial reworking. Decomposition results in a progressive decrease in the thermal reactivity of soil organic carbon, and disturbances such as ponding can accelerate this shift. Modeled rates of geochemically defined soil organic carbon pools turnover on the order of centuries-to-millennia and can refine predictions of salt marsh sustainability.Key Points.Salt marsh soils preserved compounds with a range of reactivities that were derived from local grasses9%-17% of surface soil carbon was old, likely reflecting redeposition of eroded creekbank materialDecomposition decreases soil organic carbon thermal reactivity, and disturbances accelerate this shift, particularly in surface horizons","10.1029/2020GL090287","https://sysrev.com/p/117521/article/14329403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099777956&doi=10.1029%2f2020GL090287&partnerID=40&md5=718ae426665bb4b6e02a6420ba5a8348"
"GEN",14329405,"Smeaton, C; Rees-Hughs, L; Barlow, NLM; Austin, WEN","2021","Sedimentological and organic carbon data from the Kyle of Tongue saltmarsh, Scotland, 2018","The dataset comprises of physical property and biogeochemical measurements of saltmarsh soil collected using the hammer coring technique from the Kyle of Tongue saltmarsh in the North of Scotland. The site was chosen to represent northern, loch head marshes and to test different coring techniques in organic rich soils. The data provides a quantitative measure of the dry bulk density, water content, porosity and organic carbon content present within the soils of the Kyle of Tongue saltmarsh. A total of 4 cores were collected, 39 samples were collected at 10cm intervals down the length of each core. The samples were processed for bulk density, water content, porosity and organic carbon content which was quantified through elemental analysis. The data were collected to help create a detailed picture of saltmarsh carbon storage in the soils of UK saltmarsh and test different coring approaches. The cores were collected by the data authors in November 2018. The work was carried out under the NERC programme - Carbon Storage in Intertidal Environment (C-SIDE), NERC grant reference NE/R010846/1 Soil cores were collected using the hammer coring technique, where a PVC pipe was manually driven into the soil. The location of the cores was recorded using DGPS. Prior to analysis, the cores were split, the soil profile described using the Troel-smith scheme and fixed volumetric (4cm3) samples collected at 10cm intervals down the length of each core. Dry bulk density, water content, porosity and organic carbon data was produced using standard analytical procedures (detailed in the supporting documentation). All laboratory equipment were calibrated in accordance with the laboratory practises at the University of St Andrews. Results were recorded on to lab sheets and transferred into an Excel file. Results were exported as comma separated value (.csv) files for ingestion into the EIDC. Copyright: This resource is available under the terms of the Open Government Licence",NA,"https://sysrev.com/p/117521/article/14329405",NA
"JOUR",14329408,"Kelleway, J. J.; Saintilan, N.; Macreadie, P. I.; Baldock, J. A.; Heijnis, H.; Zawadzki, A.; Gadd, P.; Jacobsen, G.; Ralph, P. J.","2017","Geochemical analyses reveal the importance of environmental history for blue carbon sequestration","Coastal habitats including saltmarshes and mangrove forests can accumulate and store significant blue carbon stocks, which may persist for millennia. Despite this implied stability, the distribution and structure of intertidal-supratidal wetlands are known to respond to changes imposed by geomorphic evolution, climatic, sea level, and anthropogenic influences. In this study, we reconstruct environmental histories and biogeochemical conditions in four wetlands of similar contemporary vegetation in SE Australia. The objective is to assess the importance of historic factors to contemporary organic carbon (C) stocks and accumulation rates. Results from the four corestwo collected from marine-influenced saltmarshes (Wapengo marine site (WAP-M) and Port Stephens marine site (POR-M)) and two from fluvial influenced saltmarshes (Wapengo fluvial site (WAP-F) and Port Stephens fluvial site (POR-F))highlight different environmental histories and preservation conditions. High C stocks are associated with the presence of a mangrove phase below the contemporary saltmarsh sediments in the POR-M and POR-F cores. C-13 nuclear magnetic resonance analyses show this historic mangrove root C to be remarkably stable in its molecular composition despite its age, consistent with its position in deep sediments. WAP-M and WAP-F cores did not contain mangrove root C; however, significant preservation of char C (up to 46% of C in some depths) in WAP-F reveals the importance of historic catchment processes to this site. Together, these results highlight the importance of integrating historic ecosystem and catchment factors into attempts to upscale C accounting to broader spatial scales.","10.1002/2017JG003775","https://sysrev.com/p/117521/article/14329408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027545370&doi=10.1002%2f2017JG003775&partnerID=40&md5=1fc3ce460a6d59e8ce50432dfbadc3c5"
"JOUR",14329410,"Manzi, J.J.; Burrell, V.G.; Carson, W.Z.","1977","A comparison of growth and survival of subtidal Crassostrea virginica (Gmelin) in South Carolina salt marsh impoundments","","10.1016/0044-8486(77)90208-3","https://sysrev.com/p/117521/article/14329410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342965493&doi=10.1016%2f0044-8486%2877%2990208-3&partnerID=40&md5=723535eceb1b3d0095743cf5b4ed02dc"
"JOUR",14329412,"Wigand, Cathleen; Brennan, Patricia; Stolt, Mark; Holt, Matt; Ryba, Stephan","2009","SOIL RESPIRATION RATES IN COASTAL MARSHES SUBJECT TO INCREASING WATERSHED NITROGEN LOADS IN SOUTHERN NEW ENGLAND, USA","Mean soil respiration rates (carbon dioxide efflux from bare soils) among salt marshes in Narragansett Bay, RI ranged from 1.7-7.8 mu mol m(-2) s(-1) in Spartina patens in high marsh zones and 1.7-6.0 mu mol m(-2) s(-1) in S. alterniflora in low marsh zones. The soil respiration rates significantly increased along a gradient of increasing watershed nitrogen (N) loads (S. alterniflora, R-2 = 0.95, P = 0.0008; S. patens, R-2 = 0.70, P = 0.02). As the soil respiration increased, the percent carbon (C) and N in the soil surface layer decreased in the S. alterniflora, suggesting that in part, the increased soil respiration rates are contributing to the increased turnover of labile organic matter. In contrast, there were no apparent relationships between the soil respiration rates in the high marsh and the soil C and N contents of the surface layer. However, there was a broad-scale pattern and significant inverse relationship between the high marsh soil respiration rates and the landscape belowground biomass of S. patens. As more and more salt marsh systems are subjected to increasing nutrient loads, decomposition rates of soil organic matter may increase in marsh soils leading to higher turnover rates of C and N.","10.1672/08-147.1","https://sysrev.com/p/117521/article/14329412",NA
"JOUR",14329415,"Sun, Huimin; Jiang, Jiang; Cui, Lina; Feng, Wenting; Wang, Yugang; Zhang, Jinchi","2019","Soil organic carbon stabilization mechanisms in a subtropical mangrove and salt marsh ecosystems","Mangrove and salt marsh ecosystems are one of the most productive ecosystems in terrestrial systems, playing an important role in global carbon (C) cycling. The anaerobic condition in coastal wetland usually impedes the decomposition of soil organic carbon (SOC). However, the intrinsic stabilization mechanisms of SOC other than environmental factors are poorly understood in coastal wetland. In this paper, we investigated the relative contribution of mineral association and chemical compounds in maintaining the stabilization of SOC in the mangrove; salt marsh ecotone, and how the microbial community is involved in the stabilization. From NMR spectroscopy, we found that the SOC molecular structure of Sparffna. altemillora soils is simpler than that in mangrove forest, indicating an increased SOC decomposition with invasion of S. altemillora. On the contrary, the molecular structure of SOC in mangrove forest was dominated by recalcitrant aromatic C. Meanwhile, the larger fractions of silt/clay content in S. alterniflora and the transitional community were corresponding to higher percentage of mineral organic carbon (MOC), which suggest that the SOC in S. alterniflora vegetated soil was mainly protected by the mineral association. The transitional community contained highest MOC content probably due to both physical protection of mineral association and recalcitrant C input from adjacent mangroves. We also found that the fraction of SOC and its chemical structure of functional groups were associated with microbial communities. This study revealed the occurrence of different SOC stabilization mechanisms between mangroves and salt marshes. The knowledge gained may help to make predictions about future SOC dynamics as the different stabilization processes may response to climate change or human activities differently. (C) 2019 Elsevier B.V. All rights reserved.","10.1016/j.scitotenv.2019.04.122","https://sysrev.com/p/117521/article/14329415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064170024&doi=10.1016%2fj.scitotenv.2019.04.122&partnerID=40&md5=6e16c6da4c23803025dd5c0eaedc4aa4"
"JOUR",14329418,"Villar, C.; Stripeikis, J.; Tudino, M.; D'Huicque, L.; Troccoli, O.; Bonetto, C.","1999","Trace metal concentrations in coastal marshes of the Lower Parana River and the Rio de la Plata Estuary","Cu, Cr, Pb, Zn and Fe in water, sediment and tissue of the emergent macrophyte Schoenoplectus californicus were studied in three coastal environments differing in aquatic chemistry and tide amplitude: a deltaic floodplain marsh, a coastal vegetated strip of the river and a tidal marsh at the south margin of the Rio de la Plata Estuary. Metal content in water was not significantly different between the river and the floodplain marsh. Metal content in sediments showed higher values in the marshes than in the river, suggesting a retention in the marsh. Except for Cu, the highest metal content in sediments and water was observed in the tidal marsh. Pb in plants was undetectable. Metal content was higher in rhizomes, except Cr, which was mainly stored in stems. Rhizome metal content was higher in the river, probably related to the higher redox potential of its sediments. Inflorescence metal content was higher in the marshes: the highest Zn, Cr and Fe contents were measured in the tidal marsh; the highest Cu content was in the floodplain marsh, together with the highest organic matter content of the sediments. Zn, Cr and Fe increased in standing drying stems and in inflorescences in late fall. Inflorescences showed the highest metal content after seeds had been released.","10.1023/A:1003730306880","https://sysrev.com/p/117521/article/14329418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032826856&doi=10.1023%2fA%3a1003730306880&partnerID=40&md5=dbeec0992ebcc1284c7d6b04c1bc1309"
"JOUR",14329419,"Craft, C.B.; Broome, S.W.; Seneca, E.D.","1988","NITROGEN, PHOSPHORUS AND ORGANIC-CARBON POOLS IN NATURAL AND TRANSPLANTED MARSH SOILS","","10.2307/1352014","https://sysrev.com/p/117521/article/14329419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024219424&doi=10.2307%2f1352014&partnerID=40&md5=6263a8ea9b5318b20916183cdd6e67fb"
