"","Source","Original_source","Core","Habitat_type","Country","State","Year_collected","Latitude","Longitude","accuracy_flag","accuracy_code","U_depth_m","L_depth_m","OC_perc","SOM_perc","BD_reported_g_cm3"
"11","CCRCN","Abbott et al 2019","1983-1","marsh","United States","Louisiana",2015,29.9186660755556,-93.3470854980555,"direct from dataset","1",0.04,0.06,4.593,14.3817081699048,0.456080104465032
"12","CCRCN","Abbott et al 2019","1983-1","marsh","United States","Louisiana",2015,29.9186660755556,-93.3470854980555,"direct from dataset","1",0.06,0.08,2.872,9.78603201402643,0.635711950756542
"13","CCRCN","Abbott et al 2019","1983-1","marsh","United States","Louisiana",2015,29.9186660755556,-93.3470854980555,"direct from dataset","1",0.08,0.1,2.03,10.2352076442484,0.661004650250196
"14","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0,0.02,3.8637,14.0368276637244,0.510765699493852
"15","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.1,0.12,3.1914,11.4014174205559,0.476718442029392
"16","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.12,0.14,6.6244,15.5279042153176,0.407401920271004
"17","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.14,0.16,3.5857,15.4602600123815,0.441237615829587
"18","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.16,0.16,NA,NA,NA
"19","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.16,0.18,3.4011,12.6578246923129,0.520786471259534
"20","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.18,0.2,2.908,10.7464212678937,0.514408037679362
"21","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.02,0.04,1.5763,8.57534105002067,0.566169657710538
"22","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.2,0.22,2.9805,11.3360404872877,0.663672856376555
"23","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.22,0.24,3.2169,10.5836413566156,0.800709712678097
"24","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.24,0.26,2.4372,9.80323953296926,0.802995844317723
"25","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.04,0.06,0.6757,5.64430507888695,0.786378761785219
"26","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.06,0.08,3.0174,11.510476503091,0.496714199775156
"27","CCRCN","Abbott et al 2019","1983-2","marsh","United States","Louisiana",2015,29.9186604275,-93.3434637444444,"direct from dataset","1",0.08,0.1,2.4552,11.6787414613952,0.426096730177643
"28","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0,0.02,3.2368,23.5326152729033,0.162953189771474
"29","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.1,0.12,2.3938,13.2404301670182,0.342675028813991
"30","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.12,0.12,NA,NA,NA
"31","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.12,0.14,2.3518,10.2249612920854,0.636742920342644
"32","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.14,0.16,2.0311,11.049181477197,0.653702606857053
"33","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.16,0.18,2.0337,9.4175195307862,0.64398023210787
"34","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.18,0.2,1.5881,8.70306466190124,0.643108723361272
"35","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.02,0.04,4.8638,10.584250635055,0.408816543164032
"36","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.2,0.22,2.5937,8.17075321926266,0.751663663379073
"37","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.22,0.24,1.413,8.2579320961259,0.757963155949589
"38","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.24,0.26,1.7248,7.92795315088309,0.795831158281381
"39","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.26,0.28,1.6889,8.07717098975351,0.706004183394274
"40","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.04,0.06,2.1722,9.59380313621764,0.529880475571859
"41","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.06,0.08,1.8037,12.6388325901905,0.412522034157266
"42","CCRCN","Abbott et al 2019","1983-3","marsh","United States","Louisiana",2015,29.9190373141667,-93.3434706291667,"direct from dataset","1",0.08,0.1,1.7877,9.51786893666986,0.464542580700113
"43","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0,0.02,2.1709,10.73065608538,0.511952972279073
"44","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.1,0.12,6.3888,14.3791731301005,0.394506116933665
"45","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.12,0.14,3.4323,14.1056544593849,0.571106628454399
"46","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.14,0.14,NA,NA,NA
"47","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.14,0.16,2.2498,10.5691056910569,0.730992170590657
"48","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.16,0.18,2.1176,9.19509026390801,0.901476332683276
"49","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.18,0.2,1.8418,9.26544240400668,0.776558500184062
"50","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.02,0.04,3.9509,13.1958697780163,0.283365069439547
"51","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.2,0.22,1.397,8.95477369102751,0.791770432744696
"52","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.22,0.24,1.4681,8.90790563353365,0.788459646799741
"53","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.24,0.26,1.3763,9.45094509450946,0.756420648620919
"54","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.26,0.28,1.2986,8.246714199811,0.793485031474416
"55","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.28,0.3,1.3709,8.97839733708644,0.799759262921843
"56","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.04,0.06,3.1991,14.8874816238833,0.380258843511022
"57","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.06,0.08,6.2175,15.1695877961701,0.373225199550708
"58","CCRCN","Abbott et al 2019","1983-4","marsh","United States","Louisiana",2015,29.9194267183333,-93.3452839158333,"direct from dataset","1",0.08,0.1,5.9611,16.6641628483437,0.357116497120387
"59","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0,0.02,1.8496,8.6626335435706,0.607038997229435
"60","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.1,0.12,1.7786,9.34097753069262,0.626641628747114
"61","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.12,0.14,1.4183,8.91672807663965,0.621943059852412
"62","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.14,0.16,1.312,8.23022821874551,0.695479767986989
"63","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.16,0.16,NA,NA,NA
"64","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.16,0.18,1.0987,8.09206137424948,0.843544683337418
"65","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.18,0.2,0.9999,7.77679725172557,0.937208191293787
"66","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.02,0.04,1.503,7.94359193821196,0.727572446052377
"67","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.2,0.22,0.8859,7.79472328262219,0.87194134333073
"68","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.22,0.24,1.0673,8.07245012601341,1.03144638980045
"69","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.24,0.26,0.9388,8.08548175024551,0.926596940775881
"70","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.04,0.06,1.554,7.25788660930948,0.650535493549671
"71","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.06,0.08,1.8027,8.35171931335092,0.619484836811737
"72","CCRCN","Abbott et al 2019","1983-5","marsh","United States","Louisiana",2015,29.9198257786111,-93.3434826211111,"direct from dataset","1",0.08,0.1,2.3513,9.40883246358751,0.642472458823448
"73","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0,0.02,4.4204,13.8659955960994,0.364472220400096
"74","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.1,0.12,3.1872,10.4169623343079,0.490888353262573
"75","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.12,0.14,2.4501,10.1334386548932,0.63166227696121
"76","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.14,0.16,2.3186,10.5036258067732,0.620760523527771
"77","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.16,0.16,NA,NA,NA
"78","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.16,0.18,1.654,8.39436103991213,0.687648819829154
"79","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.18,0.2,1.7105,17.1830985915493,0.823021599647155
"80","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.02,0.04,3.6538,13.8586387434555,0.33224850025868
"81","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.2,0.22,2.0199,9.19808923671104,0.818436705806358
"82","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.22,0.24,1.8289,8.29183480724647,0.688829777333602
"83","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.24,0.26,1.6898,8.36002162791665,0.982916614704572
"84","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.26,0.28,1.2183,8.61470573652633,0.751220014904808
"85","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.28,0.3,1.5928,8.33893875040838,0.901380024651496
"86","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.04,0.06,3.8067,11.7751453036958,0.383541210692502
"87","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.06,0.08,2.7685,11.0799212725454,0.544026704502143
"88","CCRCN","Abbott et al 2019","1983-6","marsh","United States","Louisiana",2015,29.9210271033333,-93.3453880452778,"direct from dataset","1",0.08,0.1,3.586,13.0851703761367,0.514057539596491
"89","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0,0.02,7.1362,21.7226870893017,0.258197096741148
"90","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.1,0.1,NA,NA,NA
"91","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.1,0.12,0.7391,6.87735679655235,1.1130792878853
"92","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.12,0.14,0.841,6.98130108610458,0.804674130183001
"93","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.14,0.16,0.7077,6.67103240134389,0.918273400717795
"94","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.16,0.18,0.8175,6.67179459004084,0.935158882683127
"95","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.18,0.2,0.7733,6.94451343698771,0.92322773848378
"96","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.02,0.04,3.9397,14.3806960075244,0.465565656185249
"97","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.2,0.22,0.9466,7.38466037873804,0.744885788290043
"98","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.22,0.24,0.8529,7.1159391544482,0.868486884748201
"99","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.04,0.06,2.3506,10.8980189014987,0.531441928742847
"100","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.06,0.08,1.3267,7.83253921919433,0.756014891831289
"101","CCRCN","Abbott et al 2019","1996-1","marsh","United States","Louisiana",2016,29.9008380430556,-93.3709917202778,"direct from dataset","1",0.08,0.1,1.2049,7.84585617542727,0.660463114923959
"102","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0,0.02,3.4513,14.0775876672878,0.41869837875272
"103","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.1,0.12,0.7882,7.99334971808587,0.881379530445153
"104","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.12,0.14,0.7149,7.82242721245315,0.973056882598587
"105","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.14,0.16,0.8768,7.85130357931948,1.10391423666429
"106","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.16,0.18,0.6702,7.50337990085625,0.920935291563381
"107","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.18,0.2,0.6997,7.55623688530829,1.15005525680799
"108","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.02,0.04,2.5675,10.8176701175997,0.553905382450444
"109","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.2,0.22,0.6329,7.57855024047462,1.12865908555093
"110","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.04,0.06,2.4009,10.1802564722962,0.511158825721937
"111","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.06,0.08,1.1918,8.04484508749338,0.791710437577358
"112","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.08,0.1,1.0605,8.02082495316685,0.969583478173741
"113","CCRCN","Abbott et al 2019","1996-2","marsh","United States","Louisiana",2016,29.9007105225,-93.3690632802778,"direct from dataset","1",0.08,0.08,NA,NA,NA
"114","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0,0.02,2.3275,9.79666688115308,0.384063800176422
"115","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.1,0.12,0.5353,6.21851443848943,0.865321350261012
"116","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.12,0.14,0.621,6.73683255455248,0.903790883086378
"117","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.14,0.16,0.8008,7.22518514773907,0.908082116371257
"118","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.16,0.18,0.7257,7.84030922779588,0.827726483822629
"119","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.18,0.2,0.7357,7.6830040891551,0.86212423936996
"120","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.02,0.04,2.4365,9.19590010105384,0.552263409449608
"121","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.2,0.22,0.7684,7.81738085702844,0.849332638165367
"122","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.22,0.24,1.8486,7.66706900362104,0.894592676641308
"123","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.04,0.06,1.0964,8.3416087388282,0.94079684959273
"124","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.06,0.06,NA,NA,NA
"125","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.06,0.08,0.8586,6.83901028728614,0.943384535889241
"126","CCRCN","Abbott et al 2019","1996-3","marsh","United States","Louisiana",2016,29.9000134477778,-93.3684557308333,"direct from dataset","1",0.08,0.1,0.6026,6.74324530606016,1.01400516312714
"127","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0,0.02,2.3528,8.94474027723099,0.550730375042096
"128","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.1,0.12,0.8245,6.66376365887843,0.955505138511761
"129","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.12,0.14,0.8465,6.96167522718292,0.933635321196774
"130","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.14,0.16,0.7477,6.24921368105107,1.08976485009362
"131","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.16,0.18,0.625,5.77370365303054,0.966361106159599
"132","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.18,0.2,0.6179,5.77287111830414,1.0342756355865
"133","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.02,0.04,3.1685,9.66429298067141,0.836563140443477
"134","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.2,0.22,0.4662,5.65709312445604,1.1006792340886
"135","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.04,0.06,1.3791,8.65648374379804,0.955685124013776
"136","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.06,0.06,NA,NA,NA
"137","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.06,0.08,0.7457,6.43782524178067,1.00382335170176
"138","CCRCN","Abbott et al 2019","1996-4","marsh","United States","Louisiana",2016,29.8998929580556,-93.3663540136111,"direct from dataset","1",0.08,0.1,0.7826,6.34438558942044,1.00074780996558
"139","CCRCN","Abbott et al 2019","1996-5","marsh","United States","Louisiana",2016,29.8972561138889,-93.3624074627778,"direct from dataset","1",0,0.02,3.5403,12.2231177565938,0.523442046824348
"140","CCRCN","Abbott et al 2019","1996-5","marsh","United States","Louisiana",2016,29.8972561138889,-93.3624074627778,"direct from dataset","1",0.1,0.12,0.8069,6.34927504869077,0.963484495767749
"141","CCRCN","Abbott et al 2019","1996-5","marsh","United States","Louisiana",2016,29.8972561138889,-93.3624074627778,"direct from dataset","1",0.12,0.14,0.7168,6.81821792244515,0.897595592648607
"142","CCRCN","Abbott et al 2019","1996-5","marsh","United States","Louisiana",2016,29.8972561138889,-93.3624074627778,"direct from dataset","1",0.14,0.16,0.7862,6.51577754214048,0.896444632727828
"143","CCRCN","Abbott et al 2019","1996-5","marsh","United States","Louisiana",2016,29.8972561138889,-93.3624074627778,"direct from dataset","1",0.16,0.18,0.7292,6.61967407614196,1.19928444924941
"144","CCRCN","Abbott et al 2019","1996-5","marsh","United States","Louisiana",2016,29.8972561138889,-93.3624074627778,"direct from dataset","1",0.18,0.2,0.6668,6.60604377805546,1.16773488533045
"145","CCRCN","Abbott et al 2019","1996-5","marsh","United States","Louisiana",2016,29.8972561138889,-93.3624074627778,"direct from dataset","1",0.02,0.04,1.6327,10.1189424718837,0.773138775645782
